Company Name,CityU URL,Company Website,Email
Dr Skin,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/dr-skin,No Info Found,liujie.jay98@gmail.com
"Dream Aquaculture, Help Farming (DAHF)",https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/dream-aquaculture-help-farming-dahf,No Info Found,No Info Found
DROP System,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/drop-system,https://dropsystem.io,No Info Found
E Farm Biotech Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/e-farm-biotech,http://efb.com.hk/,contact@efb.com.hk
E-Painter,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/e-painter,No Info Found,No Info Found
E-Predictor – AI prediction & simulation for building energy consumption and carbon emissions,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/e-predictor,No Info Found,epredictor@ewota.com
E2Pilot,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/e2pilot,No Info Found,junyan.su@my.cityu.edu.hk
E3A Healthcare Pte Limited,https://www.cityu.edu.hk/hktech300/start-ups/e3a-healthcare-pte-limited,https://e3ahealth.com/,info@e3ahealth.com
EacyCar,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/eacycar,No Info Found,eacycar@gmail.com
EARS,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ears,No Info Found,hqing2-c@my.cityu.edu.hk
Earthy Bowl,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/earthy-bowl,No Info Found,No Info Found
Easy Tow,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/easy-tow,No Info Found,easytow0130@gmail.com
Eat100,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/eat100,No Info Found,No Info Found
Eco-engineered solutions for artificial shoreline restoration,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/eco-engineered-solutions,No Info Found,No Info Found
EconBlocTech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/econbloctech,No Info Found,No Info Found
eCoupon4U,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ecoupon4u,No Info Found,spencer@smartbusiness.com.hk
EcoverseX: Embrace Sustainability,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ecoversex-embrace-sustainability,No Info Found,No Info Found
EdHub,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/edhub,No Info Found,No Info Found
EdPark,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/edpark,No Info Found,hello@edpark.io
EduGPT – Immersive General Education System,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/edugpt-immersive-general-education-system,No Info Found,No Info Found
Edxtore,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/edxtore,https://www.edxtore.com/,info@edxtore.com
Efficient solar hydrogen production technology for green shipping,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/solar-hydrogen-production-technology,No Info Found,ylzhao2008@gmail.com
EGGPO,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/eggpo,No Info Found,No Info Found
Elastick Tech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/elastick-tech,No Info Found,elastick.tech@gmail.com
Elderberry,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/elderberry,No Info Found,chowchunwaichris@gmail.com
Electro-Ohmics,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/electro-ohmics,https://electro-ohmics.github.io/,electro.ohmics@gmail.com
Electrochemical reactor based on graphene in marine recirculating aquaculture systems (RAS),https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/electrochemical-reactor,No Info Found,jzhang925-c@my.cityu.edu.hk
EmCore Protection,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/emcore-protection,https://www.emcore-protect.com/,yhwong67-c@my.cityu.edu.hk
Emosleep,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/emosleep,No Info Found,zhuogulei2-c@my.cityu.edu.hk
Energy-Efficient and Self- Regulating Smart Electrochemical Reactor for Inorganic/Organic Pollutant Degradation in Wastewater,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/smart-electrochemical-reactor,No Info Found,yxjin4-c@my.cityu.edu.hk
Environmental Star,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/environmental-star,No Info Found,No Info Found
Epiphany,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/epiphany,No Info Found,richardfengzj@outlook.com
Eradication of counterfeit medicines from the medical supply chain using blockchain and IoT devices,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/eradication-of-counterfeit-medicines,No Info Found,U3572069@connect.hku.hk
Ergotek Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/ergotek,https://www.ergotek.world/,info@ergotek.world
ESG and Green Finance Education Group,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/esg-and-green-finance-education-group,https://esgtraining.org/,training@esgtraining.org
ESG GO,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/esg-go,No Info Found,esggolimited@gmail.com
ESG Platform for Charity Fundraising,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/esg-platform-for-charity-fundraising,No Info Found,aceesgcl@gmail.com
ESGeo-Ais,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/esgeo-ais,No Info Found,klokaiyee@gmail.com
ESSAA Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/creatogether,https://creatogether.app/,hello@creatogether.app
Eurybia Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/eurybia-technology-limited,https://eurybia.xyz/,admin@eurybia.xyz
EVE (EV Experience),https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ev-experience,No Info Found,eve2050now@gmail.com
Ever View Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/ever-view-technology,No Info Found,info@heikingpv.com
Evergreen,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/evergreen,No Info Found,kongmsuen2-c@my.cityu.edu.hk
Evoke A.I. Education – AccuWrite,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/evoke-ai-education-accuwrite,No Info Found,No Info Found
EXES,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/exes,No Info Found,No Info Found
Exhib!t,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/exhib%21t,No Info Found,exhibusiness@outlook.com
Expando World Limited,https://www.cityu.edu.hk/hktech300/start-ups/expando-world-limited,https://expando.ai/,hello@expando.world
Fab2care,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/fab2care,No Info Found,No Info Found
Factgie,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/factgie,No Info Found,factgie@gmail.com
Famchat - A digital social platform for the elderly,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/famchat,No Info Found,famchat2022@gmail.com
Fantasktic – Supercharge Classroom Learning,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/fantasktic,No Info Found,No Info Found
FarFit,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/farfit,No Info Found,kelvin@farfit.tech
Farm66 Investment Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/farm66,https://www.farm66.com/en/home/,info@farm66.com
Farrago AI,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/farrago-ai,No Info Found,farragoaiteam@gmail.com
Feelings AI,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/feelings-ai,https://www.feelingss.io/,anne@feelings-inc.com
Fetal Movement Detection,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/fetal-movement-detection,No Info Found,lifedothk22@gmail.com
FIGTION LIMITED,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/figtion-limited,No Info Found,figtioncs1@gmail.com
FinBridge,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/finbridge,No Info Found,No Info Found
FinCatch,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/fincatch,No Info Found,No Info Found
FIND,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/find,https://www.findgroup.live/,FINDus@findgroup.live
FineTech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/finetech,No Info Found,No Info Found
FingerDance,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/fingerdance,No Info Found,No Info Found
FireWatcher (LoraWAN),https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/firewatcher-lorawan,No Info Found,kalvin.ng.hk@gmail.com
Fish Smart,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/fish-smart,No Info Found,fishsmarthk@gmail.com
FitnessML,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/fitnessml,No Info Found,ngaliceyuenman@gmail.com
FLASH Diagnostics Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/flash-diagnostics,No Info Found,alan@flashbiotech.com
Flash Prompt - prompt marketplace,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/flash-prompt-prompt-marketplace,No Info Found,No Info Found
FlashMind,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/flashmind,No Info Found,No Info Found
FlexiPulse,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/flexipulse,No Info Found,khuang28-c@my.cityu.edu.hk
FluoTech Biosciences Limited,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/fluotech-biosciences-limited,No Info Found,No Info Found
Flying Wings Engineering,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/flying-wings-engineering,No Info Found,low_wing_fai@yahoo.com.hk
Foodoor Limited,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/foodoor-limited,No Info Found,No Info Found
Foodstop Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/foodstop,https://www.foodstop.com.hk/,info@foodstop.com.hk
FoodX,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/foodx,No Info Found,zhuobinli3-c@my.cityu.edu.hk
"For green, safe and smart wearable era: air/seawater collaborative power supply and sensing system",https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/air-seawater-collaborative-power-supply,No Info Found,jihonshi-c@my.cityu.edu.hk
Foresell Hong Kong Limited,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/foresell-hong-kong-limited,No Info Found,Inquiry.foresell@gmail.com
Freedrop Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/freedrop-limited,https://www.metaroomhk.com/,info@freedrop.co
Freeness,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/freeness,No Info Found,novushk.business@gmail.com
Freez’s,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/freezs,No Info Found,freezshk+hktech300@gmail.com
"Fully packaged, high speed, thin-film lithium niobate electro-optic modulator",https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/thin-film-lithium-niobate-electro-optic-modulator,No Info Found,yzhang2544-c@my.cityu.edu.hk
FutureNow,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/futurenow,No Info Found,raymondyeung@futurenow.app
FV training,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/fv-training,No Info Found,fvteleoperation@gmail.com
GABES Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/gabes-limited,https://www.gabes.com.hk/,enquiries@gabes.com.hk
GAMLIC Studio – AI Explorer,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/gamlic-studio-ai-explorer,No Info Found,No Info Found
Garlican,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/garlican,https://www.garlican.com/,admin@garlican.com
GasTech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/gastech,No Info Found,zeyutao2-c@my.cityu.edu.hk
GatherKing,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/gatherking,https://www.gatherking.com/,fchau@app2one.com
Geekversal,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/geekversal,http://www.agmtech.com.hk/,contact@agmtech.com.hk
Gene-X Innovations Limited,https://www.cityu.edu.hk/hktech300/start-ups/gene-x-innovations-limited,No Info Found,info@gene-x.io
GeneNet Limited,https://www.cityu.edu.hk/hktech300/start-ups/genenet-limited,http://homepage.genenet.co/,info@genenet.co
Genetic Algorithm Optimized Deep Learning Model to Forecast Ultra-Short-Term Concentration of Fly Ash From Coal Fired Power Plants,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/genetic-algorithm-optimized-deep-learning-model-forecast-ultra-short-term,No Info Found,yingjie.he@whu.edu
Gestura,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/gestura,No Info Found,gesturatech@gmail.com
Glassbox AI,https://www.cityu.edu.hk/hktech300/start-ups/glassbox-ai,https://www.xai.hk/,admin@xai.hk
Glide Creato,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/glide-creato,No Info Found,admin@glidetravel.co
GloStudy,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/glostudy,No Info Found,fionao@glostudy.com
GNet,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/gnet,No Info Found,No Info Found
GoFire Account,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/gofire-account,No Info Found,contact@gofire.tech
GOODTAKES,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/goodtakes,https://www.goodtakes.co/,marketing@goodtakes.co
Goolab Technology Company Limited,https://www.cityu.edu.hk/hktech300/start-ups/goolab-technology-company-limited,No Info Found,info@goofoods.hk
Gportrait,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/gportrait,No Info Found,lijiache2-c@my.cityu.edu.hk
GradBubble,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/gradbubble,No Info Found,gradbubble@gmail.com
Greater Bay Biotechnology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/greater-bay-biotechnology,http://www.greaterbay-biotech.com/,general@greaterbay-biotech.com
Green Point Data Solutions - SMEsync,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/green-point-data-solutions-smesync,https://www.greenpoint.com.hk,info@greenpoint.com.hk
Green sunflower,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/green-sunflower,No Info Found,No Info Found
GreenMem,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/greenmem,No Info Found,No Info Found
GrownTech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/growntech,No Info Found,eddiecityu@gmail.com
Guardian,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/guardian,No Info Found,guardian.helloworld@gmail.com
GuardianAI,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/guardianai,No Info Found,No Info Found
GUTolution,https://www.cityu.edu.hk/hktech300/start-ups/gutolution,https://gutolution.com/,info@gutolution.com
H&S,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/h%26s,No Info Found,No Info Found
HairCoSys Limited,https://www.cityu.edu.hk/hktech300/start-ups/haircosys-limited,https://haircosys.com/en/,No Info Found
HappyJai Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/happyjai,https://look4kol.com,team@look4kol.com
HarvSolar,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/harvsolar,No Info Found,No Info Found
Health Guardian Tech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/health-guardian-tech,No Info Found,yinghonwu2-c@my.cityu.edu.hk
Health-Gut,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/health-gut,No Info Found,sliu93-c@my.cityu.edu.hk
HEATrify,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/heatrify,No Info Found,No Info Found
Heter-stiffness helical propulsion robot with adaptive energy allocation,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/heter-stiffness,No Info Found,tszhang3-c@my.cityu.edu.hk
High-performance and cost-effective moisture-based cooling design for more sustainable passive thermal management,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/high-performance-and-cost-effective-moisture-based-cooling-design,No Info Found,suigle@163.com
HK Super Carbon Nano Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/hk-super-carbon-nano-technology-limited,No Info Found,Chuang46-c@my.cityu.edu.hk
Home for Homeless,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/home-homeless,No Info Found,852streetcat@gmail.com
"Hong Kong Julang Electronic Materials Co., Ltd.",https://www.cityu.edu.hk/hktech300/start-ups/hong-kong-julang-electronic-materials-co-ltd,No Info Found,No Info Found
Hong Kong Sturdy New Materials Science Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/sturdy,No Info Found,hekangqiang815@163.com
Hong Kong Well Life Biotechnology,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/hong-kong-well-life-biotechnology,No Info Found,No Info Found
Hong Kong X-Wheel Intelligence Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/hong-kong-x-wheel-intelligence-technology-limited,No Info Found,hkxwheel@gmail.com
Hong Kong's first Cocktail Machine,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/xoxobeverages,https://xoxobeverages.com/,xoxobeverages@gmail.com
HorseOn Friends,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/horseon-friends,https://horseonliving.com/,Horseon.hk@gmail.com
HOT-AR,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/hot-ar,http://www.hot-ar.com/,info@hot-ar.com
HotelKey,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/hotelkey,https://hotelkey.hk,info@lineless.com.hk
HydroPower Recycle System,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/hydropower-recycle-system,No Info Found,jjjasonngai@gmail.com
HydroTech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/hydrotech,No Info Found,No Info Found
HyperRadar,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/hyperradar,No Info Found,No Info Found
i2Cool Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/i2cool,https://i2cool.com/,info@i2cool.com
iAML SAAS Dashboard,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/iaml-saas-dashboard,No Info Found,iaml.regtech@gmail.com
iBreathe,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ibreathe,No Info Found,enquiresibreathe@gmail.com
iFinGate Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/ifingate,https://www.ifingate.com/,cs@ifingate.com
Ihealth,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ihealth,No Info Found,No Info Found
iLabShare,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ilabshare,https://iLabShare.com,Ryeske86@gmail.com
iLand - Knowledge Transform Service Platform,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/iland,No Info Found,No Info Found
iLandy,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ilandy,https://hk.linkedin.com/company/ilandy-limited,info@i-landy.com
Immpet Biotech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/immpet-biotech,No Info Found,No Info Found
InBox platform,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/inbox-platform,No Info Found,No Info Found
Indoor Light Navigation System Based on Ultra-wideband Technology,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/indoor-light-navigation-system,No Info Found,lxtang3-c@my.cityu.edu.hk
Industrialisation for cBN Hard Nanocoating,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/industrialisation-for-cbn-hard-nanocoating,No Info Found,Innodraco@gmail.com
Infinity Technology Corporation Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/dimorder,https://www.dimorder.com/,info@dimorder.com
Infotronic Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/infotronic-technology-limited,https://www.infosmart.io/,sales@infotronic-tech.com
InnerSpeech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/innerspeech,https://www.innerspeech.ai/,info@innerspeech.ai
InnoCity Limited,https://www.cityu.edu.hk/hktech300/start-ups/innocity-limited,https://www.innocity.com/,No Info Found
InnoSpire Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/innospire-technology-limited,https://www.techinnospire.com/,info@techinnospire.com
InnovElders,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/innovelders,No Info Found,No Info Found
InnoVi NoCode,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/innovi-nocode,No Info Found,No Info Found
InspectEasy,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/inspecteasy,No Info Found,C.huaguo@my.cityu.edu.hk
Instant collaboration between KOLs and businesses,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/instant-collaboration-between-kols-and-businesses,No Info Found,wangwen2018@sjtu.edu.cn
IntBT (Integrated Blood-Testing Technologies),https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/intbt-integrated-blood-testing-technologies,No Info Found,xinrui.wang@my.cityu.edu.hk
Intelligence Sparks,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/intelligence-sparks,No Info Found,No Info Found
Intelligent Online Shop Management Platform,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/rotechverse,https://rotechverse.com/,info@rotechverse.com
Intelligent Platform for Financial Information Retrieval and Analysis,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/intelligent-platform-for-financial-information-retrieval-and-analysis,https://www.oxbridge-econ.com/,admin@oxbridge-econ.com
Intelligent recommending system that helps you find your best-fit academic supervisor,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/intelligent-recommending-system,No Info Found,profesearch2022@gmail.com
Intelligent Service Platform for Securities Lending,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/intelligent-service-platform-for-securities-lending,No Info Found,gilbert.wang@gham.com.hk
Intelligent UVC and Far-UVC device for instant effective disinfection,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/intelligent-uvc-and-far-uvc-device-instant-effective-disinfection,No Info Found,Alexyuyl21@gmail.com
IntuVision Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/intuvision-limited,https://www.linkedin.com/company/82103922/admin/,info@intuvision.co
Invisible & Innovative Technology (Asia) Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/invisibletech,https://www.invisibletech.asia/,info@iithk.com
IoT and Data Driven Health and Wellness Platform,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/iot-and-data-driven-health-and-wellness-platform,No Info Found,No Info Found
IoT Insurance powered by “xAI” (Next Generation AI),https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/iot-insurance,No Info Found,adachanyc@gmail.com
iPet,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ipet,No Info Found,ipet2022@outlook.com
ISCAN,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/iscan,No Info Found,iscanhk@gmail.com
ITsci Company Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/itsci,http://www.ai-stain.com.hk/,support@ai-stain.com.hk
JanusLean Biotech Company Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/janusLean-biotech,http://www.janusleanbio.com/,ceo@janusleanbio.com
JBC – Freebie,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/jbc-freebie,No Info Found,No Info Found
JBOT,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/jbot,No Info Found,No Info Found
Job Matriz Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/jobmatriz-limited,https://jobmatriz.com/,info@jobmatriz.com
Jober,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/jober,https://www.jober.cc/,Info@jober.cc
JobRooster,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/jobrooster,No Info Found,No Info Found
Jotbody (HK) Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/jotbody,https://jotbody.net/,jotbody@jotbody.net
Jumppoint,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/jumppoint,No Info Found,No Info Found
JUNLI Limited,https://www.cityu.edu.hk/hktech300/start-ups/junli-limited,No Info Found,No Info Found
Just A Moment Wellness,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/just-a-moment-wellness,https://jamwellness.io/,info@jamwellness.io
JUST Solutions Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/just-solutions-limited,https://justsolutions.ai,info@justsolutions.ai
Kaki,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/kaki,No Info Found,kaki.metaverse@gmail.com
Kalos,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/kalos,No Info Found,No Info Found
Kamakura Foods Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/wadabento,https://wadabentotech.com/,info@wadabento.com
Kanaya AI Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/kanaya-ai-technology-limited,http://www.kanaya.com.hk/,tech300kanaya@gmail.com
Keep Ai,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/keep-ai,No Info Found,city300@propeldata.io
KeyPoints Exchange Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/kpex,https://www.kpex.asia/,enquiry@kpex.asia
Khepri,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/khepri,No Info Found,No Info Found
Kitchen-Live,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/kitchen-live,No Info Found,mmasood2-c@my.cityu.edu.hk
Know My Fund,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/know-my-fund,No Info Found,No Info Found
Know Your Talent,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/know-your-talent,No Info Found,Kyt.hktech@gmail.com
Knowledge Mining for Energy Material Discovery and Development by Deep Learning,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/knowledge-mining,No Info Found,share@greendynamics.com.au
KOC&U,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/kocnu,https://www.kocnu.com/,admin@kocnu.com
Kongcept Tour,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/kongcept-tour,No Info Found,No Info Found
KYC Verification Tool for Chinese Client (VTCC),https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/vtcc,No Info Found,Haileyiyy218@hotmail.com
LABELESS,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/labeless,https://www.thelabeless.com/,stella@thelabeless.com
Lacess Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/lacess-limited,https://kibo.eco,hello@kibo.eco
Laire Tech Limited,https://www.cityu.edu.hk/hktech300/start-ups/laire-tech-limited,No Info Found,jiangmengnan@126.com
Lasen,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/lasen,No Info Found,yuanchaol@outlook.com
Laso Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/laso,No Info Found,ruthnwt@gmail.com
